NUM,CALL,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,3.1,3.2,3.3,3.4,3.5,4.1,4.2,4.3,4.4,5.1,5.2,5.3,5.4,5.5,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,8.1,8.2,8.3,8.4,9.1,9.2,9.3,9.4,9.5
1,CALCAN,1,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,
2,ANDPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BETNAN,1,1,,,,1,13,,1,,8,3,,,5,,3,,10,5,3,,,6,10,1,,,5,2,2,3,,6,,3,2,2,14,,1
4,CASTET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CARBIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,EMPNIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ERIVAG,13,7,3,16,5,7,4,10,5,7,2,12,15,6,7,10,6,6,3,7,5,5,1,6,5,3,2,1,2,5,5,2,1,,1,1,2,,,1,
8,LEDPAL,4,,,,,,,,,,,,,,,4,,,8,2,,,,4,12,,4,26,3,8,4,6,18,,6,7,7,3,6,9,7
9,PETFRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RUBCHA,,,,,,,,,,,,,,,,1,2,,2,,,,,2,3,,,,1,,,,,1,,,,,2,,
11,SALPUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,VACVIT,,,,,,5,,,,2,,,,,,,,,1,,,,,3,,,,,4,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DEAD,,,,,,2,3,,,3,4,,,1,1,7,,,3,2,,,,3,5,,,10,3,5,,,10,,4,7,6,,,4,3
17,LITTER,,,,,,,,,,1,,1,1,,,1,1,,1,,1,,,,1,,,1,1,1,,,,1,,,,,1,1,
18,TUSSOCK,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,,1,1,1,1,,,1,1,,,1,1,1,1,,1,1,1,1,,,1
19,MOSS,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LICHEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
21,VOLE,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
22,BARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,FRAME,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
24,MAX,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
25,MAXSPP,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26,GROUND,88,72,78,95,93,74,75,97,91,77,71,95,92,91,85,94,84,62,76,77,81,69,65,72,77,72,63,72,78,83,70,67,75,78,55,69,74,87,76,82,79
27,CANOPY,49,27,21,39,46,23,40,46,41,32,31,55,49,41,46,41,89,21,51,46,64,33,11,36,42,47,23,30,75,48,41,47,31,50,14,51,60,50,61,33,69
28,SPP,7,7,7,7,7,3,3,7,7,7,3,3,7,7,3,16,3,7,3,3,3,7,7,3,3,3,7,8,3,3,3,3,8,3,7,3,3,3,3,8,3
